Visit ID (v2 only),Visit Start,Visit End,Place UUID,Place Name,v1 User ID,v2 User ID,Platform,Visits,Dwell Time (seconds),URL,City,Phone,Address,Latitude,Longitude,Metro ID,Metro Title
eb6d3876-4239-4f03-aaaf-4d3ff72e6421,2/19/2016 11:54:00,2/19/2016 11:57:00,BEDA8A2DCC664C269C42603D2EABE832,The Melody Inn,oJJ5yRYN1jRm1dF8JfyC0ah1vSs=,b5b01e64-5ecb-4e91-b8da-fe7da8c2b50d,android,1,181,http://www.melodyindy.com/,Indianapolis,317-923-4707,3826 N. Meridian St.,39.8252233,-86.1568691,42,Indianapolis
EA7AEB0E-7711-4D55-905A-5D0E7307EF7F,2/19/2016 11:54:00,2/19/2016 12:17:00,9554B3749EE846B7AC0BF4FFB7B76C7E,HypersonicRadio.com,wf0x9hevV i3T5vAO1Fbdll1bBo=,5ABF227B767D48EC83F10EDB7D505F1E,ios,1,1342,http://hypersonicradio.com/,Austin,0,http://www.hypersonicradio.com,30.2456728,-97.7688358,1,Austin
a2b6d294-f0c0-4dc2-b697-fc5be818c9d4,2/19/2016 11:54:00,2/19/2016 12:10:00,57641CD7CD4E4662B086ABE4ED57C002,Speakeasy,VSMZAWo n7m4xBkHlWxCz15fST4=,1b382d30-ded5-4df6-9b1b-0c420819fc7b,android,1,923,http://www.speakeasyaustin.com,Austin,512-476-8017,412 Congress Ave.,30.26677704,-97.74359131,1,Austin
DD98F989-3B5A-44FE-9458-855304889345,2/19/2016 11:53:00,2/19/2016 11:53:00,862143B3B69A4F17B905802F8838324B,Winebelly Tapas & Vino,wf0x9hevV i3T5vAO1Fbdll1bBo=,5ABF227B767D48EC83F10EDB7D505F1E,ios,1,44,http://www.austinwinebelly.com/,Austin,512-487-1569,519 W. Oltorf Street,30.2417247,-97.7588168,1,Austin
20c5a63b-aad4-4c98-9bbe-c0609a26b7f6,2/19/2016 11:52:00,2/19/2016 11:55:00,57641CD7CD4E4662B086ABE4ED57C002,Speakeasy,Ry8k2MkWV4P74Q9Bbx0fGY69tP8=,38a9e947-be5b-48a2-92d6-91cecf3f3b61,android,1,122,http://www.speakeasyaustin.com,Austin,512-476-8017,412 Congress Ave.,30.26677704,-97.74359131,1,Austin
cabe1e38-6812-4c85-96fc-b275fb6f703d,2/19/2016 11:52:00,2/19/2016 11:55:00,B7DABB60A9AF467A8AC808D9DF393A76,Annie's Cafe & Bar,Ry8k2MkWV4P74Q9Bbx0fGY69tP8=,38a9e947-be5b-48a2-92d6-91cecf3f3b61,android,1,122,http://anniescafebar.com/,Austin,512-472-1884,319 Congress Ave.,30.2657316,-97.7434192,1,Austin
8beb2d1c-9c41-4a67-99fd-bbc897b12406,2/19/2016 11:52:00,2/19/2016 11:55:00,FD4C796892B44927A54417419F44FD8A,The Elephant Room,Ry8k2MkWV4P74Q9Bbx0fGY69tP8=,38a9e947-be5b-48a2-92d6-91cecf3f3b61,android,1,122,http://www.elephantroom.com/,Austin,512.473.2279,315 Congress Ave,30.2655978,-97.7432494,1,Austin
04f073c1-91a2-48e0-9aa1-0b854a54f849,2/19/2016 11:51:00,2/19/2016 12:10:00,E926AB2A15D840F4A9E20E4503C2EFFC,Lucky Lounge,VSMZAWo n7m4xBkHlWxCz15fST4=,1b382d30-ded5-4df6-9b1b-0c420819fc7b,android,1,1099,http://theluckylounge.com/,Austin,(512) 479-7700,209-A W. Fifth,30.2674374,-97.7453367,1,Austin
54764191-605B-4717-B9E3-6FBAD063959D,2/19/2016 11:50:00,2/19/2016 11:50:00,85C3A1F44D604CD39B59F931DC125EFC,Concordia University,wf0x9hevV i3T5vAO1Fbdll1bBo=,5ABF227B767D48EC83F10EDB7D505F1E,ios,1,16,0,0,0,0,0,0,19,Portland
0657A628-11CA-49FD-B00C-DF8F81FFA7F6,2/19/2016 11:50:00,2/19/2016 11:50:00,1656C3C2C2CC4236AC290E2EEB897948,Baby Acapulco's No. 3 (5610 N I-35),wf0x9hevV i3T5vAO1Fbdll1bBo=,5ABF227B767D48EC83F10EDB7D505F1E,ios,1,20,0,Austin,(512)302-1366,5610 N IH-35,30.22328949,-97.74673462,1,Austin
9a08a287-f7fa-48a6-979a-bc36e0c51a9d,2/19/2016 11:49:00,2/19/2016 11:52:00,0D953D25352947A49F63EF23C466273C,Dominican Joe,Ry8k2MkWV4P74Q9Bbx0fGY69tP8=,38a9e947-be5b-48a2-92d6-91cecf3f3b61,android,1,189,0,Austin,0,515 S Congress Ave,30.2559732,-97.7465684,1,Austin
f712165d-c0eb-4202-945e-be1984bf75f3,2/19/2016 11:45:00,2/19/2016 11:49:00,C58794014B014DA8B2A63978F0626134,Baby Acapulco's No. 1 (S. Lakeshore),Ry8k2MkWV4P74Q9Bbx0fGY69tP8=,38a9e947-be5b-48a2-92d6-91cecf3f3b61,android,1,207,http://www.babyacapulco.com/,Austin,(512) 447-1339,1705 S. Lakeshore,30.2446481,-97.7297108,1,Austin
40274BE8-1187-48A6-826F-7C430CFC7DE5,2/19/2016 11:42:00,2/19/2016 11:43:00,8425A9688FA64AE9BFD67F7E5C8437F8,Cole-Noble Art Gallery at Artistry,Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,106,http://www.artistryindy.com/cole-noble-gallery.aspx,Indianapolis,317-602-7171,451 E. Market Street,39.7676271,-86.1494588,42,Indianapolis
C8A3340D-2BB6-4CFD-A67C-0DCFE2BDEDDF,2/19/2016 11:38:00,2/19/2016 11:42:00,F84A5C4B6C6647A1AE409866F8AB41CF,The Vogue Theatre,IJEkwnisrib665jLU CmGiUj0o0=,17C58C0E40C6498EA189B7689E15C8D9,ios,1,222,http://www.thevogue.com/,Indianapolis,(317) 259-7029,6259 N College Ave,39.8692153,-86.1456884,42,Indianapolis
0087321C-8A34-4409-AB3A-BEA70FDEA2CC,2/19/2016 11:38:00,2/19/2016 11:42:00,80F273CEC2994965B34C93F969145F8A,Crackers Comedy Club - Broad Ripple,IJEkwnisrib665jLU CmGiUj0o0=,17C58C0E40C6498EA189B7689E15C8D9,ios,1,222,http://www.crackerscomedy.com/,Indianapolis,317-255-4211,6281 N. College Ave.,39.869361,-86.145693,42,Indianapolis
908C18E9-6A7B-4591-9728-A34958AF7A0D,2/19/2016 11:31:00,2/19/2016 11:31:00,61A39B0B4DD446558C9FF29253DFB289,Gallery 924,qRxgT8UyJpi9Py4dauuYqQaos/c=,C63B73D7D14840079D9F1D7A88B8E6A3,ios,1,22,https://indyarts.org/gallery-924,Indianapolis,317-631-3301,924 N. Pennsylvania St,39.7799576,-86.1562132,42,Indianapolis
93113D46-4204-4E3D-948F-872106CC07F5,2/19/2016 11:30:00,2/19/2016 11:37:00,CD6E85BF44534A578E19C33B521E77C2,The Logan Theatre,2/ihVBkUsQ/lrwTnPjGC/kbzFKs=,47D4E6D0486A458686CA8A0F655DC53A,ios,1,399,http://www.thelogantheatre.com,Chicago,773-342-5555,2646 N. Milwaukee,41.9297791,-87.7089356,3,Chicago
7C93E09A-E168-4982-8824-EEEFCB8D5648,2/19/2016 11:29:00,2/19/2016 11:30:00,0B1F8BD37DBE427EA9292DAA04A60B32,Indiana War Memorial & American Legion Mall,qRxgT8UyJpi9Py4dauuYqQaos/c=,C63B73D7D14840079D9F1D7A88B8E6A3,ios,1,52,http://www.indianawarmemorials.org/,Indianapolis,(317) 232-7615,431 North Meridian Street,39.773386,-86.156943,42,Indianapolis
f8c93c87-f6cf-4ad2-b1e8-27fbfa9eab8f,2/19/2016 11:24:00,2/19/2016 12:47:00,762EFCF2D9B946E9BCAB566985285BD6,Dirty Dog Bar,c1lcNCz0RxBia1msg OyT2MUDoU=,d7a7b534-2135-4770-a396-50f9e71c0b77,android,1,4966,http://www.dirtydogbar.com/,Austin,(512) 236-9800,505 E 6th St.,30.266434,-97.7380291,1,Austin
483068db-0573-49d3-bb6a-11d7d7d59175,2/19/2016 11:24:00,2/19/2016 12:47:00,7955D69347514979993991AD0D275E95,Hilton Austin Downtown,c1lcNCz0RxBia1msg OyT2MUDoU=,d7a7b534-2135-4770-a396-50f9e71c0b77,android,1,4974,http://www.hilton.com/en/hi/hotels/index.jhtml?ctyhocn=AUSCVHH,Austin,(512) 482-8000,500 E. 4th Street,30.2651646,-97.7380912,1,Austin
8126b61b-1521-4500-8e6a-4b7df01cbb65,2/19/2016 11:23:00,2/19/2016 11:27:00,C51D3A4D0763475D9ADE0D99DAA4CA2B,Antone's,c1lcNCz0RxBia1msg OyT2MUDoU=,d7a7b534-2135-4770-a396-50f9e71c0b77,android,1,213,http://www.antonesnightclub.com/,Austin,0,305 East 5th Street,30.2660523,-97.7403876,1,Austin
da327272-f525-4bad-9d2d-8e62783b4550,2/19/2016 11:23:00,2/19/2016 12:48:00,7C000D7BC0134C85A81FDE8BC9E42032,Russian House of Austin,c1lcNCz0RxBia1msg OyT2MUDoU=,d7a7b534-2135-4770-a396-50f9e71c0b77,android,1,5077,http://russianhouseofaustin.com/,Austin,0,307 E 5th,30.266015,-97.7402479,1,Austin
d400b568-97ad-475f-b67d-15121fc249e5,2/19/2016 11:22:00,2/19/2016 11:42:00,6A504BD0B90A4C4A90FEFC86F0BE0F01,ACL Live at the Moody Theater,0N6qvRXu0dnWIRIhQKhDMD304TU=,063a5c0b-be90-4149-9b17-b72d055a540f,android,1,1207,http://www.acl-live.com/,Austin,512-225-7999,310 W. 2nd Street,30.265031,-97.7467105,1,Austin
61F134D5-F272-47ED-8156-EEA4DD2B39DA,2/19/2016 11:03:00,2/19/2016 13:16:00,1B94AC0E66894D4DA5EE9A131500C325,Gourdough's Public House (5th Street),i1y3m8IKJCP0qEVZhTfjaPIJXkc=,70D54FD694594B7591C3D34C54A70A50,ios,1,7951,http://gourdoughspub.com,Austin,0,209 W. 5th Street,30.2674374,-97.7453367,1,Austin
7b94a03b-4ada-4cfc-8340-8645867385b1,2/19/2016 11:03:00,2/19/2016 14:09:00,C0DC0CB9232F42A2A05FE2604C93B9D2,Tupelo,4UbY6v1qV0W1v9E9cKzh4vr64Nw=,d4ba1d05-553a-4552-8f58-f4b2669ae976,android,1,11139,http://tupelosf.com/,San Francisco,0,1337 Grant Avenue,37.7992702,-122.4075249,18,The Bay Area
88D1219C-2853-4C9D-ACD9-6BCFFEF1EF6D,2/19/2016 11:00:00,2/19/2016 11:01:00,7E89746716B54303937A8CD4B6E2BCE1,The Neo-Futurarium,uhn8qXoFkFQO28J21ychUJfFiwI=,AF1E82A2F9E449ED9FF3F1CF33423C04,ios,1,28,http://www.neofuturists.org/,Chicago,773-275-5255,5153 N Ashland Ave,41.97533798,-87.66947937,3,Chicago
87DDA6DC-1195-4DFD-8BD8-7300F54AD492,2/19/2016 11:00:00,2/19/2016 11:01:00,A45A6E7008B04FBC929C488E392B984C,The Neo-Futurarium,uhn8qXoFkFQO28J21ychUJfFiwI=,AF1E82A2F9E449ED9FF3F1CF33423C04,ios,1,57,http://www.neofuturists.org/,Chicago,773-275-5255,5153 N Ashland Ave,41.97533798,-87.66947937,3,Chicago
64D18196-8288-4EA9-BA38-9ED61BE851CD,2/19/2016 11:00:00,2/19/2016 11:01:00,4E2DB6FC200444C49340709A3DED810A,The Neo-Futurarium,uhn8qXoFkFQO28J21ychUJfFiwI=,AF1E82A2F9E449ED9FF3F1CF33423C04,ios,1,28,http://www.neofuturists.org/,Chicago,773-275-5255,5153 N Ashland Ave,41.97533798,-87.66947937,3,Chicago
B5FEBB77-86AB-4498-BAF3-4EEE03914E80,2/19/2016 10:59:00,2/19/2016 12:43:00,8CC72D2258624D36A3AC0573F7605946,Gourmands Neighborhood Pub,qeWqaQfHpNW1uQxngxkTik847w=,FDAB5FCE1AAD49D59C6B9B41AAB140C8,ios,1,6263,http://www.lovethysandwich.com/,Austin,512-610-2031,2316 Webberville Rd,30.2626697,-97.7154161,1,Austin
9E6F5989-84E7-446E-85A0-4879B5CC54CF,2/19/2016 10:55:00,2/19/2016 10:58:00,928551691F2D4106B95A8644442FD030,Louisville Slugger Field,LfPzLhRktcgfiYGkeczQyTQ3 es=,97868B47C71B4B58A24B913505DA4E87,ios,1,200,http://www.milb.com/index.jsp?sid=t416,Louisville,502.212.2287,401 E Main Street,38.2564295,-85.7445246,47,Louisville
DCFA9CDC-AF44-43CA-8311-2DF21A33A4DF,2/19/2016 10:54:00,2/19/2016 10:56:00,A621A27F10374CA88EF8C4817315AC6D,A.C.T.,/RafbW2wDogm8fgM D2MXYtb2jw=,D3AF6CDBD9404C768AE85DF2DF3B8F2E,ios,1,89,http://www.act-sf.org/,San Francisco,415.749.2228,415 Geary Street,37.786807,-122.410209,18,The Bay Area
5c0412e2-51d2-45c9-b231-fdbb1bc61fef,2/19/2016 10:54:00,2/19/2016 11:55:00,98BB993BF8E642F1BE769BD3AAFF6050,Doc's Lab,4UbY6v1qV0W1v9E9cKzh4vr64Nw=,d4ba1d05-553a-4552-8f58-f4b2669ae976,android,1,3649,http://www.docslabsf.com/,San Francisco,415-649-6191,124 Columbus Avenue,37.7967858,-122.4048005,18,The Bay Area
95E273F9-FF7B-4580-B55B-45F89E3EAABF,2/19/2016 10:54:00,2/19/2016 10:56:00,D3C7FA0AC7EC4FC78CBB45CBCAF15E65,Urban Tavern,/RafbW2wDogm8fgM D2MXYtb2jw=,D3AF6CDBD9404C768AE85DF2DF3B8F2E,ios,1,89,http://www.urbantavernsf.com/,San Francisco,(415) 923-4400,333 O'Farrell St,37.7859447,-122.4110567,18,The Bay Area
722213AE-41AD-4986-B117-FE9C1097620B,2/19/2016 10:54:00,2/19/2016 10:56:00,C62F366AB95C4D838E30B911FD9862FC,A.C.T.,/RafbW2wDogm8fgM D2MXYtb2jw=,D3AF6CDBD9404C768AE85DF2DF3B8F2E,ios,1,89,http://www.act-sf.org/,San Francisco,415.749.2228,415 Geary Street,37.786807,-122.410209,18,The Bay Area
3E442B5B-665B-412D-AD29-234910A1034D,2/19/2016 10:47:00,2/19/2016 10:51:00,1D604054736E4302A61CEF7D0928F9B6,8UP Elevated Drinkery & Kitchen,/0BA2ek 9HwF6UlLfmc1hxLQ6kY=,5C66622739964C4683F2E5498B9C0807,ios,1,276,http://www.8uplouisville.com/,Louisville,502.631.4180,350 West Chestnut Street Rooftop,38.2556928,-85.751283,47,Louisville
B2BB9262-6FA5-488C-BD0B-7A986A197684,2/19/2016 10:46:00,2/19/2016 10:46:00,EFA8001666274AA896277B5BE9790CB9,McCormick Place,uhn8qXoFkFQO28J21ychUJfFiwI=,AF1E82A2F9E449ED9FF3F1CF33423C04,ios,1,12,http://www.mccormickplace.com,Chicago,0,2301 S. Lake Shore Dr.,41.8526229,-87.6119577,3,Chicago
C1B8C9B5-F271-4302-AF8F-5651ACF2AEEB,2/19/2016 10:42:00,2/19/2016 11:41:00,B8CEB7E089EC4C71AEBF744DBE63256F,Crackers Comedy Club - Downtown (New Location),Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,3519,http://www.crackerscomedy.com/,Indianapolis,317-631-3536,207 N. Delaware,39.7701515,-86.1539567,42,Indianapolis
B10F0457-5352-4DDF-8219-6EDA841B08E8,2/19/2016 10:42:00,2/19/2016 11:41:00,1D815806CDFF4BD2852D21C71FFAE287,The Tap,Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,3519,http://www.thetapmassave.com/,Indianapolis,317-820-5880,300 N. Delaware St,39.7714792,-86.1543128,42,Indianapolis
449E0DFC-A5F9-4380-8F03-5C776E24A6BD,2/19/2016 10:42:00,2/19/2016 11:41:00,CEB000939670437C90D411EAF53641C3,Barcelona Tapas,Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,3518,http://www.barcelonatapas.com/,Indianapolis,(317) 638-8272,201 N. Delaware St.,39.7700161,-86.1540355,42,Indianapolis
A64C6031-E4F6-413A-92F4-2BC59E86A0A4,2/19/2016 10:42:00,2/19/2016 11:41:00,EA6C2623AFCA4689931592CFD504C909,Crackers Comedy Club - Downtown (New Location),Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,3519,http://www.crackerscomedy.com/,Indianapolis,317-631-3536,207 N. Delaware,39.7701515,-86.1539567,42,Indianapolis
FA0B5C6A-1CB4-4E01-986B-53FE2EBA3F3B,2/19/2016 10:42:00,2/19/2016 11:41:00,D9FB17B4EFEF45D2BE42C0E7DCC67C4C,Ball & Biscuit,Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,3518,http://www.ballandbiscuit.com/,Indianapolis,317-636-0539,331 Massachusetts Avenue,39.7715161,-86.1533053,42,Indianapolis
0DC17FD0-A2E2-4E8B-A111-D5709860AF6C,2/19/2016 10:36:00,2/19/2016 10:36:00,71F59C13944A42EB82EECE3FD0A4714C,Hollywood Forever Cemetery,YvzAuqIRQ1JxqT58PMLpBTamXwQ=,3CFC49CECB6D40DB9DEA7543A984EC65,ios,1,22,http://www.hollywoodforever.com,Hollywood,323-469-1181,6000 Santa Monica Blvd.,34.0904912,-118.3198111,30,Los Angeles
7E3CEA6A-FE6D-4669-8A19-73CBDD4E1F25,2/19/2016 10:35:00,2/19/2016 10:36:00,A30F7D496B4D4A6EB356694C72EEE9FD,CCA Wattis Institute for Contemporary Arts,zHMgoBlgNEcffEyshetliVNTZZg=,1427FDA5C3754D908B8434C5631D0221,ios,1,12,http://www.wattis.org/,San Francisco,0,360 Kansas Street,37.7652449,-122.4039257,18,The Bay Area
B7C1A7F3-05CB-41F7-ADBB-BECB89489831,2/19/2016 10:35:00,2/19/2016 10:35:00,C32AC1EC99C740E2BFDEAC24A33ACFA6,Children's Museum of Indianapolis,Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,26,http://www.childrensmuseum.org/,Indianapolis,317-334-3322,3000 N. Meridian Street,39.8107901,-86.1579106,42,Indianapolis
FC17E0D3-4A9B-45FE-87A8-2180C576FCE1,2/19/2016 10:35:00,2/19/2016 10:35:00,4BB44A1368584E74BE5F111D4B5C38CA,DragonFly,YvzAuqIRQ1JxqT58PMLpBTamXwQ=,3CFC49CECB6D40DB9DEA7543A984EC65,ios,1,20,http://www.thedragonfly.com,Los Angeles,323-466-6111,6510 Santa Monica Blvd.,34.0907139,-118.3313302,30,Los Angeles
813ECD08-2E7F-4EB1-A7E5-7320018A35C5,2/19/2016 10:35:00,2/19/2016 10:36:00,0881575EC4F14D179524362A04D3757B,Three Clubs,YvzAuqIRQ1JxqT58PMLpBTamXwQ=,3CFC49CECB6D40DB9DEA7543A984EC65,ios,1,37,www.threeclubs.com,Los Angeles,0,1123 N Vine Street,34.0915954,-118.3270094,30,Los Angeles
F63DEB98-3C87-48E9-B108-19D42915891E,2/19/2016 10:35:00,2/19/2016 10:35:00,96B6A0E6350042D086B74D1F3F402CF3,Eagle Tavern,zHMgoBlgNEcffEyshetliVNTZZg=,1427FDA5C3754D908B8434C5631D0221,ios,1,14,http://www.sfeagle.com/,San Francisco,415-626-0880,398 12th St.,37.7699993,-122.4134315,18,The Bay Area
12980F2F-A28B-4465-9B04-64F56094B55B,2/19/2016 10:35:00,2/19/2016 10:36:00,E08E310DB64F47BC826B32B24529A3D6,Three Clubs,YvzAuqIRQ1JxqT58PMLpBTamXwQ=,3CFC49CECB6D40DB9DEA7543A984EC65,ios,1,31,www.threeclubs.com,Los Angeles,0,1123 N Vine Street,34.0915954,-118.3270094,30,Los Angeles
F9434851-1841-4757-ACEA-E995C52263AE,2/19/2016 10:34:00,2/19/2016 10:35:00,2376AC53EF564CA7A3CECCFB657C66C0,Brick & Mortar Music Hall,zHMgoBlgNEcffEyshetliVNTZZg=,1427FDA5C3754D908B8434C5631D0221,ios,1,18,http://www.brickandmortarmusic.com/,San Francisco,(415) 800-8782,1710 Mission Street,37.7697277,-122.420386,18,The Bay Area
93543BB1-0C8B-4740-8CBC-670F2D0002AF,2/19/2016 10:34:00,2/19/2016 10:35:00,83ABD57257624CEE89841C3F58209345,Brick & Mortar Music Hall,zHMgoBlgNEcffEyshetliVNTZZg=,1427FDA5C3754D908B8434C5631D0221,ios,1,16,http://www.brickandmortarmusic.com/,San Francisco,(415) 800-8782,1710 Mission Street,37.7697277,-122.420386,18,The Bay Area
16063B4A-E673-4F51-B4F8-5ED0CA184A2A,2/19/2016 10:34:00,2/19/2016 10:34:00,4653D14D17B240C1BA691160971705B9,Fouladi Projects,zHMgoBlgNEcffEyshetliVNTZZg=,1427FDA5C3754D908B8434C5631D0221,ios,1,22,http://www.fouladiprojects.com/,San Francisco,0,1803 Market St.,37.7713895,-122.4237472,18,The Bay Area
1AFC2D92-201C-4FB7-8749-9572DB48D980,2/19/2016 10:32:00,2/19/2016 10:35:00,BEDA8A2DCC664C269C42603D2EABE832,The Melody Inn,Li/Cr9glu82Gxj/v27RoAcoufQs=,7C0943CF6A6B4B49891FD393BBCD67E4,ios,1,151,http://www.melodyindy.com/,Indianapolis,317-923-4707,3826 N. Meridian St.,39.8252233,-86.1568691,42,Indianapolis
650504BE-EC98-4701-A361-3B92A419B0E3,2/19/2016 10:31:00,2/19/2016 10:32:00,83ABD57257624CEE89841C3F58209345,Brick & Mortar Music Hall,vybJwfnlh85jrpz/qEyMYDG16mU=,8374AFC9ED414224AEB3F72596D25D15,ios,1,75,http://www.brickandmortarmusic.com/,San Francisco,(415) 800-8782,1710 Mission Street,37.7697277,-122.420386,18,The Bay Area
19315C57-0DD6-4CC4-ADE7-FAD9D4613EFF,2/19/2016 10:31:00,2/19/2016 10:31:00,C2B2ECA22AC64592AC3C4DA99C0FA0DC,The 5th Quarter Lounge,2elUdqAzVrWb8mcz6OCSDz jaGA=,81D54257C9EE4A90A0CBFD7289ABD17D,ios,1,13,0,Indianapolis,317-650-4558,306 E. Prospect Street,39.7526286,-86.1532489,42,Indianapolis
AF83CDC0-2B72-45E3-92CF-C45A96A1ED66,2/19/2016 10:31:00,2/19/2016 10:32:00,2376AC53EF564CA7A3CECCFB657C66C0,Brick & Mortar Music Hall,vybJwfnlh85jrpz/qEyMYDG16mU=,8374AFC9ED414224AEB3F72596D25D15,ios,1,81,http://www.brickandmortarmusic.com/,San Francisco,(415) 800-8782,1710 Mission Street,37.7697277,-122.420386,18,The Bay Area
A39891B0-7C7D-478D-9CAD-7EC4DC8B078B,2/19/2016 10:30:00,2/19/2016 10:31:00,ABC9790BA99941A2A6BD79C98A8DB140,Hotel Biron,vybJwfnlh85jrpz/qEyMYDG16mU=,8374AFC9ED414224AEB3F72596D25D15,ios,1,45,http://www.hotelbiron.com/,San Francisco,(415) 703-0403,45 Rose Street,37.7734599,-122.4218918,18,The Bay Area
575C003A-7FC6-458C-AA0E-896D694790FF,2/19/2016 10:30:00,2/19/2016 10:31:00,4810BD4CB6D6460A8E4ACE1DF040A5BE,Kanbar Performing Arts Center,vybJwfnlh85jrpz/qEyMYDG16mU=,8374AFC9ED414224AEB3F72596D25D15,ios,1,34,0,San Francisco,4154966738,44 Page Street,37.7743762,-122.4216345,18,The Bay Area
354FCA69-A5C3-4CD9-8C19-7D5843B28359,2/19/2016 10:30:00,2/19/2016 10:30:00,4B676277ED3E4DE9B5CAF6F1EB33DEA6,the Caroline H. Hume Concert Hall,vybJwfnlh85jrpz/qEyMYDG16mU=,8374AFC9ED414224AEB3F72596D25D15,ios,1,18,0,San Francisco,0,50 Oak St,37.775577,-122.4203775,18,The Bay Area
